,tweet,label,translated
112,"예나 아이즈원
예나 환상동화
예나 피에스타
예나 비올레타
예나 라비앙로즈
예나 직캠
예나 무대
예나 케미
예나 예능
예나 셀카
예나 스페이스쉽
예나 사복
예나 출근
예나 움짤
예나 사랑해
예나 다잘해
예나 댄스
예나 노래
예나 댄스
예나 사진
예나 퇴근
예나 금발
예나 음색
예나 만능
8291",0,"Yena IZ*ONE
Jena fantasy fairy tale
Jena Fiesta
Jena Violetta
Jena La Vie En Rose
Yena fancam
Jena stage
Yena Chemistry
Yena entertainment
Jena selfie
Jena Spaceship
Jena plain clothes
Jena goes to work
Yena GIF
Yena I love you
Yes, everything is fine.
Jena Dance
yena song
Jena Dance
Jena Photos
Yena off work
Jena blonde
yena tone
Jena all-rounder
8291"
113,차가운 쓰레기인게 살면서 상처는 덜 받나봐요 참,1,I guess being a cold piece of trash gets you hurt less in life.
114,"난 아직 힘들고 고통받는데
친구들은 한두번이지 지겹다고한다.
다시한번느낀다
이 고통은 트위터와 상담쌤..의사쌤만
들어줄 수 있는 거였단거다.

그냥 예전 친구들이 그래서
떠났나 미안하기만 하네
그래도 그때의 난
그렇게밖에 할수없었다는걸",1,"I'm still struggling and suffering
My friends say they get tired of it once or twice.
I feel it again
This pain can only be felt through Twitter and the counselor... the doctor.
It was something I could listen to.

Just like my old friends
I feel sorry for leaving
But at that time I
That was all I could do."
115,오늘도 오프닝 얼빡 미쳤음 https://t.co/fzsWEjZswy,0,The opening was crazy today too https://t.co/fzsWEjZswy
116,원주에서 아스트라제네카(AZ) 백신을 맞은 50대 여성이 10일 숨져 역학조사 중이다.보건당국에 따르면 지난 9일 오후 4시 37분께 원주의 한 요양병원 종사자인 A(54)씨가 쓰러져 있는것을 병원 직원이 발견했고 A씨는 접종 후 사망하기 전까지 이상 증세가 없었는데 왜 죽었나??,1,"A woman in her 50s who received the AstraZeneca (AZ) vaccine in Wonju died on the 10th and is under epidemiological investigation. According to health authorities, at 4:37 p.m. on the 9th, the hospital found A (54), a worker at a nursing hospital in Wonju, collapsed. The employee discovered it and Mr. A showed no abnormal symptoms before he died after vaccination. Why did he die?"
117,"원주코로나
춘천페이만남
춘천콜걸샵
원주모텔
춘천콜걸
원주섹파
원주오피
원주횟집
춘천출장마사지
원주출장
원주여행
원주노래방
원주훈녀
원주휴게소
춘천출장샵
춘천출장안마춘천조건만남
원주맛집 https://t.co/uPpLKYdwwr",0,"Wonju Corona
Chuncheon Pay Meeting
Chuncheon Call Girl Shop
Wonju Motel
Chuncheon Call Girl
Wonju Sex Partner
Wonju Office
Wonju Sushi House
Chuncheon Business Trip Massage
Wonju Business Trip
Wonju Travel
Wonju Karaoke
Wonju Hot Girl
Wonju Rest Area
Chuncheon Business Trip Shop
Chuncheon Business Trip MassageChuncheon Condition Meeting
Wonju Restaurant https://t.co/uPpLKYdwwr"
118,칠감맠툥하고 레귤러맠툥만 비교해도 벅차 죽겠는데 .. 맠툥피아까지 생각하면 그저...,1,"Even just comparing Chilgammapja and Regular Tomato is overwhelming... but if you even think about Tomopia, it's just..."
119,"아 눈물나...셀카보내줬어 ㅠㅠ 
#쇼타로버블 #버블왔쇼",0,"Oh, I'm crying... he sent me a selfie ㅠㅠ 
#Shotaro Bubble #Bubble Came Show"
120,"일단 이런 감정을 느끼게 해서 죄송합니다.

요즘 너무 바쁜 일상을 보내다 보니 디엠 확인이 늦다거나 답을 못해드리는 경우가 발생하고 있는데요 이는 절대 의도적인 행동이 아니라는 것을 알아주셨으면 합니다. 

다만 저에게 답장을 요구하거나 재촉하는 경우가 없었으면 좋겠습니다. https://t.co/E6f1aNPnuQ",1,"First of all, I'm sorry for making you feel this way.

These days, I am very busy with my daily life, so there are cases where I am late in checking DMs or unable to respond. Please know that this is absolutely not an intentional action. 

However, I hope no one asks or urges me to respond. https://t.co/E6f1aNPnuQ"
121,"진짜,탄핵은 얼마 남지않았음을 알지어다.미련한것들!제발,부탁컨대 부정,비리가 드러나면 자살들만은 하지마세요.",1,"Really, know that impeachment is just around the corner. You foolish things! Please, please, do not commit suicide when injustice and corruption are revealed."
122,벌써 슬퍼 https://t.co/PfyGGCDrpc,1,Already sad https://t.co/PfyGGCDrpc
123,ㅠ https://t.co/0w8gw4GLU7,0,ㅠ https://t.co/0w8gw4GLU7
124,"서구권 이론가들에 의하면 4세대 페미니즘은 Empowerment of women(여권 강화), The use of internet tools(인터넷 툴 사용), and Intersectionality(교차성)에 집중하는 특성을 보인다.",1,"According to Western theorists, fourth-generation feminism focuses on the Empowerment of women, the use of internet tools, and intersectionality."
125,콧구멍 둘ㄹ다 막혀서 고통의 숨쉬기중 자게해줘억 https://t.co/rll6zQsTIZ,1,Both nostrils are blocked and I am having a hard time breathing. Please let me sleep https://t.co/rll6zQsTIZ
126,나 피곤하면 헛소리하면서 맞춤법 파괴자 되네ㅋㅋ 몰랐어,1,"When I'm tired, I talk nonsense and become a spellbreaker haha. I didn't know."
127,뭐든 그 장르에 애증(애정 x) 없는 사람의 헛소리 따위는 신경 쓰지 말고 그냥 좋아하는 걸 좋아하는 데 집중하면 돼 사람들은 그렇게~ 놀리는 걸 좋아하잖아,1,Don't worry about the nonsense of people who have no love or hate for that genre. Just focus on liking what you like. People like to make fun of each other.
128,귀여워 죽는 중..ㅠㅠㅠ https://t.co/9bT1sFT1Jj,1,It's so cute I'm dying...ㅠㅠㅠ https://t.co/9bT1sFT1Jj
129,이 𝘾𝙐𝙏𝙀작렬 애기 보고 싶어 죽겠어요.🩸 https://t.co/mByr9SY7wt,1,I can't wait to see this 𝘾𝙐𝙏𝙀scoring baby.🩸 https://t.co/mByr9SY7wt
130,"오늘도... 한 번 더 죽었다... 리제로의 생활 나쁘지 않,,,아 https://t.co/gMEt1w1WU9",1,"Today too... he died once more... Re:Zero's life isn't bad,,,ah https://t.co/gMEt1w1WU9"
131,"얼마전 트친님이 보내준 이야기를 매일 다시 읽는다. 불행 앞 나도 예외가 아니라는 사실에 대한 지적에 묘한 위로를 받았고, 그 전에는 생각해보지 않았던 감정을 경험하는 계기가 되었다. 어제도 지옥같은 뉴스투성이였고 오늘도 한참 분노했지만, 그러니 나는 좀더 나아져야겠다는 생각을 한다.",1,"I re-read the story that my Twitter friend sent me a while ago every day. I felt strangely comforted by the fact that I was no exception to misfortune, and it became an opportunity to experience emotions I had never thought about before. Yesterday was full of hellish news, and today I was very angry, but I think I need to do better."
132,폭룡코스 하나만더따면 금날이다 헤헤,0,"If I win just one more Pokyong course, it will be golden day hehe"
133,"신이여, 나는 그녀를 위해 당신에게 목숨을 바치겠습니다. 그러니 그녀만은 당신의 곁에 있게 해주십시오. https://t.co/s6tSid9xhv",0,"God, I would give my life to you for her. So just let her be by your side. https://t.co/s6tSid9xhv"
134,승률 100% https://t.co/2E4erohGxI,0,100% win rate https://t.co/2E4erohGxI
135,비오니까 무릎이 죽는다😢,1,"When it rains, my knees die😢"
136,계속 신나다가 소년감성 나오니까 두배로 슬퍼짐 눈물고엿어 지금 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,1,"I was so excited all the time, but now that boyish emotions come out, I'm doubly sad and I'm crying now ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ ㅠㅠㅠㅠ"
137,나 자리없으면 어떡해?,0,What if I’m not available?
138,참..스트레스 많이 받네,1,Well... I'm really stressed.
139,"이재용, 법정구속..'국정농단 뇌물' 징역 2년6개월 실형
""뇌물 공여 따른 횡령, 86억 인정""

정경심 교수 징역 4년에 벌금 5억원 법정구속…
입시비리 전부 유죄.

어이가 없어 웃는다.
사법개혁의 새벽이 밝았다.",0,"Lee Jae-yong, arrested by court, sentenced to 2 years and 6 months in prison for 'bribery to manipulate government affairs'
“Embezzlement due to bribery, 8.6 billion won acknowledged”

Professor Kyung-Shim Jeong was sentenced to 4 years in prison and fined 500 million won...
All guilty of corruption in the entrance exam.

I laugh out loud.
The dawn of judicial reform has dawned."
140,요즘 진짜로 글 안 읽혀서 죽겠다... 특히 영어 논문 너무 안 읽혀 미칠 노릇 ㅠ,1,"I'm dying because I can't read these days... Especially English papers, I'm going crazy because I can't read them at all ㅠ"
141,나는 배드민탄치다가 비둘기 잡은적 있음.인간적으로 비둘기야 너가 너무 낮게 난게 아닐까 https://t.co/pwPmYDjNSn,0,"I once caught a pigeon while playing badminton. In human terms, pigeon, I think you flew too low. https://t.co/pwPmYDjNSn"
142,나의 사랑스러운 어린 나뭇가지 https://t.co/0qUGRPLEVQ,0,My lovely young twig https://t.co/0qUGRPLEVQ
143,아나웃엇어죽을것갘아 https://t.co/FAryWLZzvJ,1,I'm going to die https://t.co/FAryWLZzvJ
144,"좀 상처받음
앤캐는.. 내 캐가 떡대가 아니었으면.. 안좋아했을건가봐 떡대라서.. 좋아했던건가봐.. 다른 것도 아니고..떡대..",1,"I'm a little hurt
As for An.. if my character wasn’t so.. I think I wouldn’t have liked it.. I guess I liked it because it was.. it’s not something else.. it’s so.."
145,아니 잠만 님들 영혼체인지 어케하는거였더라? 수갑겜처럼 하는거예요 물약겜처럼 하는거예요??,0,"No, you guys, how do you change your soul? Are you playing it like a handgap game or a potion game??"
146,모르겠고 제 집임 다들 오면 0.7초만에 친해짐 https://t.co/nQKbmgHELS,0,"I don't know, but when everyone comes to my house, we become friends in 0.7 seconds https://t.co/nQKbmgHELS"
147,닼초 맛알못 같으니 ㅠㅠㅠㅠㅠㅠㅜㅜ 애기의 버섯을 쪼개버렸어 ㅠㅠㅠㅠㅠ,0,I feel like I don’t know the taste of radish ㅠㅠㅠㅠㅠㅠㅜㅜ I split the baby’s mushrooms ㅠㅠㅠㅠㅠ
148,"인장과바이오의부조화가귀여워요
인장은급해보이는데 느긋한바이오",0,"The disharmony between the seal and the bio is cute.
The seal looks rushed, but the bio is relaxed."
149,"오늘 새삼 보이고 들렸던거..
-ㅇㅋㅈ 웃고있다가 ㅋㅈㄹ가 이 소년을 모욕하지마라。 하니까 표정 싹 굳은거
-싸울때 계~~속 조잘거리는 ㅇㅋㅈ랑 기술명만 외치는 ㅋㅈㄹ ㅋㅋ
-처음 만났지만 난 니가 싫다는 ㅋㅈㄹ와 자기한테 집중하라고 하는 ㅇㅋㅈ..
-ㅋㅈㄹ 꿈에서 호무라 피아노브금 ㅜ",1,"Something I saw and heard again today...
-ㅇㅋㅈ was laughing, but when ㅋㅈㄹ said, “Don’t insult this boy,” his expression hardened.
-When fighting, the ㅇㅋㅈ that chatters away and the ㅋㅈㄹ that only shouts out the name of the technique.
-It was our first time meeting, but he told me that he didn’t like you and ㅇㅋㅋㅋ told me to focus on him..
-ㅋㅈㄹ In my dream, Homura played the piano ㅜ"
150,트위터에 뉴스레터의 첫 구독자 후기가 올라왔습니다. 👍 한국사가 워낙 뉴스레터에 없는 분야고 유료로 오픈해 이것저것 홍보한다고 이벤트도 했지만 반응이 쏘쏘.. 했는데 구독자 분의 찐후기에 힘을 얻습니다. 😃 조금 더디더라도 역시 퀄리티에 집중해야겠다는 생각이 듭니다. 감사합니다. :) https://t.co/ByamYRJQEf,1,"The first subscriber review for the newsletter has been posted on Twitter. 👍 Korean history is a field that is not included in the newsletter, and we opened it for a fee and promoted it here and there, but the response was so-so.. But I am encouraged by the genuine review from the subscriber. 😃 Even if it is a little slow, I think I should focus on quality. Thank you. :) https://t.co/ByamYRJQEf"
151,"새벽에 친구 긱사에서 새벽 6시까지 깨잇으면서 요상한 안무따봣어 피곤할때 보면 꽤 신명남

https://t.co/rpXpCNMUDq",1,"In the early morning, I stayed up until 6am at my friend's gig and watched strange choreography. It's quite exciting to watch when you're tired.

https://t.co/rpXpCNMDq"
152,"328.우라메시 유스케
이 만화의 주인공. 영광파동권 계승자. 아이를 구하려다 죽고 소생의 시련을 거쳐 제3대 영계탐정으로 임명된다. 그 후 암흑무술회에 참가, 도구로를 꺾고 우승을 차지한다. 센스이와의 대결에서 마족으로 각성. 트레이드 마크는 영환.",1,"328.Yusuke Urameshi
The main character of this cartoon. Heir to the Glory Wave Fist. He dies while trying to save his child, and after going through the ordeal of being revived, he is appointed as the third spirit world detective. Afterwards, he participates in a dark martial arts competition and defeats Toguro to become the winner. Awakened as a demon during a confrontation with Sensui. The trademark is Yeonghwan."
153,그리고 또 엔초도라로 넣을것임을 선포하며..,0,And he declared that he would put it in enchodora again...
154,"이재명 ""중대재해법 정부안으론 불법행위 근절 못시켜"".
민주당에 그래도 사람 있네요.
사람이 죽어도 끄덕없는 민주당은 희망이 없습니다.
더이상 속지 말아야 합니다.
국민이 주인입니다.
https://t.co/2eBJbriI5n",1,"Jae-myung Lee, “The government’s plan for the Serious Accident Act will not be able to eradicate illegal activities.”
There are still people in the Democratic Party.
There is no hope for the Democratic Party that cannot nod even when people die.
We must not be deceived any longer.
The people are the owners.
https://t.co/2eBJbriI5n"
